description,class
"Intuity, straight tube for flush leg Assy",Tableleg
"Intuity, top cover for flush leg",Spacer
"Intuity, straight tube for flush leg",Tableleg
"Intuity, Face Plate, Double",FacePlate
"Intuity, Face Plate, Single",FacePlate
YourPlace Flex concealed cable tray assy,CableTrayAssy
"M6x45.00, CountersunkHead, Hexagonal, ZincCoated, NA/GB70.3",MetricScrew
"YourPlace Flex fix beam,end plate",TopSupport
"YourPlace Flex fix beam,middle plate",TopSupport
"YourPlace Flex fix beam,bending",Beam
"YourPlace Flex fix beam,welding",Beam
YourPlace Flex fix beam assy,Beam
welding nut M6X10,Nut
"Intuity, Face Plate, Assy",FacePlate
"ST4.0x12, PanHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
Armrest cap RH,ArmCap
Armrest cap LH,ArmCap
"ST4.0x20, PanHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
Sliding Element,CompressSpring
Spring element armrest,CompressSpring
Spacer foil 8x6x0.6mm PP,MiscHardware
Dowel Pin ISO 8734 3x16mm,Pins
Armrest top RH,ArmUpright
Armrest top LH,ArmUpright
Armrest support,ArmrestSupport
Armrest support LH,ArmrestSupport
Celasto spring arm mechanism,CompressSpring
Latch,MiscMechComp
Wedge,MiscMechComp
Snap,MiscMechComp
Mechanism Body,MiscMechComp
Side bracket assy,TopSupport
YourPlace Flex accent cover,AccentPlate
YourPlace Flex REC big ring,FootRing
YourPlace Flex REC small ring,FootRing
YourPlace Flex side bracket,TopSupport
"M4x16.00, ButtonHead, HexagonalSocket, ZincCoated, NA/NA",MetricScrew
Nia arm height adj. mechanism,MiscMechComp
"M5x12.00, ButtonHead, HexagonalSocket, ZincCoated, NA/NA",MetricScrew
"M5x25.00, CheeseHead, HexagonalSocket, ZincCoated, DIN7500/N",MetricScrew
INT_HAT shaft_holding spacer,Spacer
YourPlace Flex small slider,MiscHardware
YourPlace Flex big slider,MiscHardware
YourPlace Flex plastic cap for motor,MiscHardware
YourPlace Flex motor,MiscCtrlUnitAcc
Extension cable for YS motor 1Meter,ExtensionCable
"Rectangle HAT power cord, 3.0M,CN",PowerCable
"YourPlace Flex control panel,Smart+",CtrlUnitHandSwi
"YourPlace Flex control unit, bottom reset",ControlUnit
"YourPlace Flex control unit, bottom reset",ControlUnit
YourPlace Flex REC 1st pitch tube with welding bracket,Column
YourPlace Flex desk frame assy,DeskFrame
"MiscConnector, M10x10, CheeseHead",MiscConnector
"Intuity, Frame leg for Single WS",Tableleg
"Intuity, Frame leg for single WS, Shared, Assy",Tableleg
"Intuity, Frame leg for single WS, RH,W/glide, Assy",Tableleg
"Intuity,Cross beam for Single frame-Leg, RH",CrossBeam
"Intuity Accent plate for single frame leg,Assy",AccentPlate
"Intuity, Frame leg for single WS, LH,W/glide, Assy",Tableleg
"Intuity,Cross beam for Single frame-Leg, LH",CrossBeam
Aloha Pro 1D armupright RH,ArmUpright
"Intuity, Steel frame leg for Double WS",Tableleg
"Intuity, frame leg for double WS, Shared, Assy",Tableleg
"Cross beam for double side shared frame leg,",CrossBeam
"M6x25.00, TrussWasherHead, Torx, GalvanizedBlack, NA/NA",MetricScrew
"Cross beam for shared frame leg, double",CrossBeam
"Intuity, Double accent plate for frame leg, Assy",AccentPlate
"M6x35.00, CheeseHead, HexagonalSocket, ZincCoated, NA/GB70",MetricScrew
"Intuity, frame leg for double WS, W/glide, Assy",Tableleg
"PKG for Aloha Easy refresh w/o leather, PKG",PseudoPack
"Intuity, Cross beam for double frame leg",CrossBeam
1D Armrest right hand,ArmrestAssy
1D armrest left hand,ArmrestAssy
1D armrest pair,ArmrestAssy
PKG Nia Mid back,PseudoPack
PKG Nia High back,PseudoPack
"Intuity, A leg for Single WS",Tableleg
"PM, EPE foam tube",Foams
"Intuity, A- leg for single WS, Shared, Assy",Tableleg
Cross beam for single shared A leg,CrossBeam
"Cross beam for shared A-leg SGL side,600MMD",CrossBeam
"Cross beam adapter B for shared A leg, SGL side",CrossBeam
"Cross beam adapter A for shared A leg,  SGL side",CrossBeam
"Intuity Accent plate for single A leg, RH, Assy",AccentPlate
"Intuity, A leg for single WS, RH,W/glide, Assy",Tableleg
"Intuity,Cross beam for Single A-Leg,600MMD",CrossBeam
"Intuity Accent plate for single A leg, LH, Assy",AccentPlate
fabric back for Chick pouf small square with back,Fabric
fabric seat for Chick pouf small square with back,Fabric
Card Board for Outer,SofaFrame
Card Board for innner,SofaFrame
IQ Pod ShortTail ReturnFrame Horizatal support1,SofaFrame
IQ pod long Tail support part,SofaFrame
IQ Main Frame Vertical Joint Connet Frame W/Bore,SofaFrame
IQ pod Long Tail TopFrame,SofaFrame
Thick Foam Long Tail Straight,SofaFoam
Thin Foam Long Tail Straight,SofaFoam
Return Tail Foam Assy,SofaFoam
Return Tail Frame Assy,SofaFrame
"Intuity, straight D tube for A leg",Tableleg
"Intuity, A leg for single WS, LH,W/glide, Assy",Tableleg
"ST4.8x10, PanHead, Philips, ZincCoated, NA/GB846",SelfTapScrew
Return Tail assy,FocusPodFrame
Drift felt bench screen brackets for HAT double bench,Bracket
Drift felt bench screen brackets for HAT single bench,Bracket
Drift felt desk screen brackets for double workstation,Bracket
Drift felt desk screen brackets for single desk,Bracket
Drift felt desk screen brackets for rail,Bracket
"Intuity, Steel A leg for Double WS",Tableleg
"MECH,PUCK,POUF,FAB",Bracket
"Intuity, A- leg for double WS, Shared, Assy",Tableleg
Cross beam for double side shared leg,CrossBeam
Cross beam for Shared A leg,CrossBeam
Cross beam middle adapter for double shared A leg,CrossBeam
Cross beam side adapter for double shared A leg,CrossBeam
"Intuity, Double Accent plate, A leg, Assy",AccentPlate
"MECH,PUCK,POUF,PKG",Bracket
"Intuity, A leg for double WS, W/glide, Assy",Tableleg
"Intuity, D tube angled cut for A leg",Tableleg
"Intuity, Cross beam for double A leg",CrossBeam
Aloha pro PLYWOOD ARM SPAER LH,MiscConnector
N6_nut,Nut
"Intuity, mian beam, tube, B/R",Beam
"Main beam Assy, Intuity",Beam
"MECH,PUCK,POUF",Bracket
E-clip chick pouf A88028607,Clamps
bushing pivot outer chick pouf A88028606,Bushings
bushing pivot inner chick pouf A88028605,Bushings
RM 50T Upper Power B Type Rail SHIFT 50 X 24 X 4.5m,RailProfile
BOTTOM_PLATE,Column
ROUND_LEG,Column
Wooden base plate,MiscSeatFramAcc
- ENTER DESCRIPTION -,TableConnector
- ENTER DESCRIPTION -,TableConnector
Round YourPlace Flex leg welding bracket,TableConnector
- ENTER DESCRIPTION -,TableConnector
- ENTER DESCRIPTION -,TableConnector
Rectangular YourPlace Flex welding bracket,TableConnector
"PIN, PIVOT, POUF",Pins
"PIN, PIVOT, POUF, PROJ 478",Pins
"BRACKET, PIVOT MOUNT, PROJ 478",Bracket
Pivot mount chick pouf A88028604,Bracket
fabric base for Chick pouf small square without back,Fabric
fabric seat for Chick pouf small square without back,Fabric
foam chick pouf A88028601,SofaFoam
"TIBAS double side cable tray,-Ind, FAB",CableTray
"TIBAS single side cable tray,IN0,FAB",CableTray
COLUMN SUPPORT REINFORCEMENT,MiscTblFrameAcc
glider chick pouf A88028603,GlideFurniture
"SPACER,INTERLOCK,TOP POSITION,LATERAL FILE,RH",CabinetConnect
"SPACER,INTERLOCK,TOP POSITION,LATERAL FILE,LH",CabinetConnect
Bolt D10/M8x45,Bolt
"Support assy, lumbar - Lively",LumbarAssy
"Track, Lumbar - Lively",MiscLumbPelvCom
Buching 10x13x18,Bushings
Back ring - Lively,BackrestFrame
Lever lumbar adjustment - Lively,LumbarLever
Back foam - Lively,Foams
Lumbar pad - Lively,LumbarPad
Back shell - Lively,BackCoverNonFab
Back frame - Lively,BackrestFrame
"3D-armrest comp. with integral foam, right - SY59 & Lively",ArmrestAssy
"3D-armrest complete with integral foam, left - SY59 & Lively",ArmrestAssy
3D-armrest complete with integral foam - Lively,ArmrestAssy
30x50x2T Shared A leg angle cut,Tableleg
"Cross beam for shared frame leg, double,FAB",CrossBeam
"Washer A6,4x1.6",Washer
"M6x25.00, PanHead, Pozidrive, ZincCoated, NA/NA",MetricScrew
Sliding piece - Lively,MiscMechComp
"Washer 21x6,5x2",Washer
60x30x3T Shared leg Cable tray box,CrossBeam
60x30 Single A shared  Horizontal tube,CrossBeam
"Arm support, right - Lively",ArmrestSupport
"Arm support, left - Lively",ArmrestSupport
Lock button for seat depth adjustment - Lively,SeatingControl
"ST4.0x12.00, TrussWasherHead, Pozidrive, ZincCoated, NA/NA",WoodFurnitScrew
Compression spring 7x16.5,CompressSpring
Seat depth adjustment button - Lively,SeatingControl
Base plate - Seat depth adjustment - Lively,SeatingControl
Foot plate with Glide for Rec,DeskFoot
Foot block with Glide for Rec,DeskFoot
Seat foam - Lively,SeatCushion
Polsterpad seat 100% PEFC - Lively,SeatPlate
Vertical D Tube 50x30 Angle,Tableleg
"YourPlace Flex SG leg connector,LH,round",LegConnector
"YourPlace Flex SG leg connector,RH,round",LegConnector
Leg connector tube,LegConnector
"YourPlace Flex SG leg connector,REC,LH",LegConnector
Plate for leg connector,LegConnector
Leg connector tube,LegConnector
"YourPlace Flex SG leg connector,REC,RH",LegConnector
"Star base, cone test - Lively",StarBase
"YourPlace Flex DB leg connector,round",LegConnector
- ENTER DESCRIPTION -,MiscHardware
LEG_CONNECTOR,LegConnector
"YourPlace Flex DB leg connector,REC",LegConnector
Five star base K33_D11 - Lively,StarBase
Castor 50/36/10 - Lively,CastorsSeating
"Centre tube D28/50X216,5 - Cone length 122MM",BaseTube
Five star base K33_D11 with steel ring - Lively,StarBase
Holding ring for K33 star base - Lively,Washer
3D Armrest - SY59,ArmrestAssy
Value Screen clamp bracket,Bracket
Hung screen bracket for INT_HAT,Bracket
"YourPlace Flex foot plate, T shape, round",DeskFoot
AP-HPL Worktop Assy,DeskTopAssy
"YourPlace Flex foot block,rectangular",DeskFoot
"YourPlace Flex foot plate top plate, round,T shape",DeskFoot
"YourPlace Flex foot block,round",DeskFoot
YourPlace Echo column assy,Column
"Arm cap with insert f. fixed armrest, right - SY59",ArmCap
Pseudopack for screw,PseudoPack
AP-LPL Worktop Assy,DeskTopAssy
"COL62 F6, Festival by Response",Fabric
"COL61 F6, Neptune by Response",Fabric
"Welding nut,M8*16",MiscHardware
YourPlace Flex REC T foot plate top,DeskFoot
YourPlace Flex REC T foot plate u shape bottom,DeskFoot
"YourPlace Flex foot plate, T shape, rectangular",DeskFoot
"RM,Rectangular tube 50x30x2T6M length",MetalTubes
"Tray for Intuity Tibas, R30, single side, FAB",CableTray
front frame,BackrestFrame
Seat mechanism without seat tilt - Lively,MechAssy
AP-LPL Worktop Assy,DeskTopAssy
"Back frame,  bottom part - SY59",BackrestFrame
Headrest complete - SY59,HeadRest
"M5x25.00, SocketHead, HexagonalSocket, GalvanizedBlack, ISO4",MetricScrew
Cylinder Roller TP D5x8 - DIN 5402,Pins
Celasto-spring 8x6x6,MiscHeadrestCom
"Disc spring package for headrest, top  - SY59",MountingKits
Disk spring D12.5x6.2x0.7,DiscSpring
Washer D12x6x1,Washer
"M5x9.50, SocketHead, HexagonalSocket, GalvanizedBlack, NA/NA",MetricScrew
Mounting kit for Headrest - SY59,MountingKits
"M5x12.00, SocketHead, HexagonalSocket, Burnished, NA/NA",MetricScrew
"Disc spring package, bottom - SY59",MountingKits
Disk Spring D14x7.2x0.8,DiscSpring
Washer D14x7x1.6,Washer
Guiding Ring for Headrest - SY59,MiscHeadrestCom
Headrest pad - SY59,HeadRestPad
Headrest foam - SY59,HeadRestPad
Headrest cover - SY59,HeadRestCover
Inner Shell for Headrest - SY59,HeadRestPad
Notch Rail Headrest - SY59,MiscHeadrestCom
Guide with clamping nut - SY59,MiscHeadrestCom
Guide Headrest - SY59,MiscHeadrestCom
Beam with clamping nut - SY59,MiscHeadrestCom
Outer shell for Headrest - SY59,HeadRestCover
Beam Headrest - SY59,MiscHeadrestCom
Glide 50/38/10/36,GlideTaskChair
Glide 50/58/10/36,GlideTaskChair
Footrest casting - SY59,FootRing
Castor 60/10/36,CastorsSeating
"Star base arm cover, ABS/ASA - SY59",StarBase
Cap f. switch chair centre tube - SY59,Endcap
Cap f. task chair centre tube - SY59,Endcap
"Star base arm cover, PP - SY59",StarBase
Bearing D50x28 - SY59,Bearings
Star base arm - SY59,StarBase
Stand pipe D32x2x60 - SY59,BaseTube
"Buttom washer D45,7/10,5X1,5",Washer
Centre tube 50x2x330 - SY59,BaseTube
Gas spring assy. 124H 350N 9868IH D28X262 - SY59,GasSpringUnit
Cylinder for lift - SY59,GasSpringUnit
Piston rod for lift - SY59,GasSpringUnit
Gas Spring 124H 350N 9868IH D28X - SY59,GasSpring
Centre tube with bushing + lift - SY59,GasSpringUnit
Pivot Metal Cover Assy,CableTrunkCover
Buffer D24x10x13,Bushings
Tibas Beam PKG,Beam
"4D Armrest, NPR - SY59",ArmrestAssy
"4D-Armrest Assy. NPR, right - SY59",ArmrestAssy
"Cover f.4D-armrest NPR, right - SY59",ArmCover
"Cover f.4D-armrest NPR, left - SY59",ArmCover
"4D-Armrest Assy. NPR, left - SY59",ArmrestAssy
"Inlay NPR f.arm cap 4D-armrest, right - SY59",ArmCap
"Arm cap NPR f.4D-armrest, right - SY59",ArmCap
"Arm cap NPR with insert f. 4D- armrest, left - SY59",ArmCap
"Inlay NPR f.arm cap 4D-armrest, left - SY59",ArmCap
"Arm cap NPR f.4D-armrest, left - SY59",ArmCap
"Armcap NPR with insert f. 4D- armrest, left - SY59",ArmCap
Arm bridge NPR f.4D-armrest - SY59,ArmCap
"Base part inside f. 4D-arm cap NPR, right - SY59",ArmCap
"Base part inside f. 4D-arm cap NPR, left - SY59",ArmCap
"Base part for 4D-armrest cap NPR, right - SY59",ArmCap
"Base part for 4D-armrest cap NPR, left - SY59",ArmCap
"ST4.0x7, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
Fixed armrest -  Assembly Complete - SY59,ArmrestAssy
"Fixed armrest, right - SY59",ArmrestAssy
"Arm cap for fixed armrest, right - SY59",ArmCap
"Arm cap f. fixed armrest, left - SY59",ArmCap
"Fixed armrest, left - SY59",ArmrestAssy
"Insert for fixed armrest, right - SY59",ArmUpright
"Embossed inlay, fixed armrest - SY59",ArmUpright
"Insert for fixed armrest, left - SY59",ArmUpright
"Arm cap for fixed armrest, left - SY59",ArmCap
"M5x12, RaisedCountersunkHead, Torx, GalvanizedBlack, DIN7500",SelfTapScrew
"Armrest support, fixed armrest, right - SY59",ArmrestSupport
"Armrest support, fixed armrest, left - SY59",ArmrestSupport
4D Armrest - SY59,ArmrestAssy
"4D-armrest complete with integral foam, right - SY59",ArmrestAssy
"4D-armrest complete with integral foam, left  - SY59",ArmrestAssy
"Armcap covered w. self-skin PUR standard, right - SY59/Livel",ArmCap
"Coated arm cap EN f.3D/4D-armrest, right - SY59/Lively",ArmCap
"Coated arm cap EN f.3D/4D-armrest, left - SY59/Lively",ArmCap
"Armcap covered w. self-skin PUR standard, left - SY59/Lively",ArmCap
"ST6.0x30, PanHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"Lock element f. 2D-armrest, rear and front - SY59",ArmUpright
"Lock element f. 3D-armrest, centre - SY59",MiscHardware
"Sliding ring f. 3D/4D-armrest, right - SY59",MiscHardware
"Sliding ring f. 3D/4D-armrest, left - SY59",MiscHardware
"Inlay overmoulded f. 3D/4D- armrest, right - SY59",ArmCap
"Inlay overmoulded f. 3D/4D- armrest, left - SY59",ArmCap
Rubber cord D5x6.5,MiscFasteners
Armrest bridge f.3D/4D armrest- SY59,ArmUpright
"ST5.0x9, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"Base part for 4D-armrest cap, right - SY59",ArmCap
"Base part for 4D-armrest cap, left - SY59",ArmCap
"ST5.0x22, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
Bushing 5.2x4x25,Bushings
Silicon insert 16x1.7x4.8 - SY59,ArmUpright
Fastening plate f.4D-armrest - SY59,ArmUpright
"Slide element f. 4D-armest, right  SY59",ArmUpright
"Slide element f. 4D-armrest , left - SY59",ArmUpright
Lock element behind f. 4D armrest - SY59,ArmUpright
Coat hanger - SY59,CoatHanger
Lock element f. 4D-armrest - SY59,ArmUpright
Lock element front f. 4D-armrest - SY59,ArmUpright
Thrust sleeve f. 3D/4D armrest - SY59,ArmUpright
End stop f. 3D/4D armrest - SY59,ArmrestSupport
Pressure spring 5x8.5x0.56,CompressSpring
Locking device f. 4D armrest - SY59,ArmUpright
"ST5.0x15, TrussWasherHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"Button f. armrest, right - SY59",ArmUpright
"Button f. armrest, left - SY59",ArmUpright
Release f.3D/4D-armrest - SY59,ArmrestSupport
"Armrest support f.2D/3D/4D, right - SY59",ArmrestSupport
"Armrest support f.2D/3D/4D, left - SY59",ArmrestSupport
"Armrest bracket f. 4D-armrest, right - SY59",ArmrestSupport
"Armrest bracket f. 4D-armrest, left - SY59",ArmrestSupport
"Inlay witout armrest, right - SY59",Counterweight
"Inlay witout armrest, left - SY59",Counterweight
Spacer bushing D13.5/7.5x9,Bushings
"M5x12.00, SocketHead, HexagonalSocket, GalvanizedBlack, NA/N",MetricScrew
Clamping Nut Headrest - SY59,Nut
Coat hanger - SY59,CoatHanger
AP-HPL Worktop Assy,DeskTopAssy
Bearing Block Headrest - SY59,MiscHeadrestCom
"ST4.0x13, CountersunkHead, Torx, NA, NA/NA",SelfTapScrew
"ST4.0x37, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"ST4.0x6, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"M6x40.00, PanHead, Torx, ZincCoated, DIN7500/NA",MetricScrew
"M6x25.00, PanHead, Torx, ZincCoated, DIN7500/NA",MetricScrew
Cylindrical bearing 22x6x2,Bearings
"Cover armrest, left - SY59",ArmCover
"Cover armrest, right - SY59",ArmCover
"Cover Back frame, right (ABS) - SY59",BackCover
"Cover Back frame, left (ABS) - SY59",BackCover
Lumbar support - SY59,LumbarAssy
"ST4.0x13, CountersunkHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"Handle, right - SY59",MiscLumbPelvCom
"Handle, left - SY59",MiscLumbPelvCom
Shaft D5x110 - SY59,MiscLumbPelvCom
Sliding piece lordosis - SY59,MiscLumbPelvCom
"TIBAS double side cable tray,PKG",CableTrayAssy
"Spring steel sheet 0.3x31,5 - SY59",CompressSpring
Lumbar pad - SY59,LumbarPad
"Adjusting lever, right - SY59",LumbarLever
"Adjusting lever, left - SY59",LumbarLever
"Guidance, rear - SY59",MiscChairFrame
T-Upright - SY59,BackUpright
"Giudance, front - SY59",MiscChairFrame
"Cover back frame, right - SY59",BackCover
"Cover back frame, left - SY59",BackCover
"Back frame, top side - SY59",BackrestFrame
"ST4.0x10, PanHead, Torx, GalvanizedBlack, NA/NA",SelfTapScrew
"Connection plate, right - SY59",MiscConnector
"Connecting plate, left - SY59",MiscConnector
Seat foam - SY59,SeatCushion
Upholstered seat support - SY59,SeatShell
TIBAS single side cable tray PKG,CableTrayAssy
Bowden wire hgt. adj. - SY59,MiscMechComp
"M6x12.00, FlatHead, NA, Oxidised, NA/NA",MetricScrew
"Rack,storage,fixedand, seminar,Very,Chrome",SeatingBookRack
Cover seat depth adj. - SY59,SeatCover
Cover forward tilt - SY59,SeatCover
"Strarlock D6x15,25",Washer
"M4x8.30, CountersunkHead, Torx, ZincCoated, DIN7500/NA",MetricScrew
Seat mechanism with seat tilt - Lively,MechAssy
Retaining clip - SY59,Clamps
Retaining plate seat deph adj. - SY59,MiscMechComp
"Safety washer D6x0.7, phosphated",Washer
Tension spring 8.2x79.1 seat deph adj. -SY59,TensionSpring
Tripping lever forward tilt - SY59,SeatingControl
Bearing block - SY59,Bearings
Axis D8x225 - SY59,MiscMechComp
"Lenker, Assy. - SY59",MechAssy
Compression spring 27x13.8 - 2 FT,CompressSpring
"Compression spring 13,5x39 - 1 FT",CompressSpring
"Adapter, left - SY59",SeatingControl
"Adapter, right - SY59",SeatingControl
Locking device forward tilt - SY59,SeatingControl
Linkage - SY59,MiscMechComp
"Leg spring for cover, right - SY59",TorsionSpring
"Leg spring for cover, left - SY59",TorsionSpring
Cover crossbar - SY59,MechCover
Clamp clover right - SY59,MiscMechComp
Clamp clover left - SY59,MiscMechComp
Starlock D4x11,Washer
"Bearing block forward tilt, right - SY59",Bearings
"Bearing block forward tilt, left - SY59",Bearings
"Washer A5,3x1,2",Washer
Axis D6x38 f. seat deph adj. - SY59,MiscMechComp
Cover right for seat frame PP - SY59,SeatCover
Cover left for seat frame PP - SY59,SeatCover
Cover left for seat frame - PP - SY59,SeatCover
Lever with Bolt f. back tension Adj. - SY59,SeatingControl
Comfort adjustment assy. - SY59,MechAssy
Bolt D6x30,Bolt
"Compression spring 4,2x12",CompressSpring
"Bolt 6x13,5 comfort adj.",Pins
Button comfort adjustment - SY59,SeatingControl
Lever tension adjustment - SY59,SeatingControl
Draw shackle - SY59,MiscMechComp
Button for seat deph adj. - SY59,SeatingControl
Button for back lock - SY59,SeatingControl
Button for forward tilt - SY59,SeatingControl
Cover f. comfort adjustment - SY59,MechCover
Button hight adjustment - SY59,SeatingControl
Leg spring f. seat depth adj. - SY59,TorsionSpring
Locking device seat deph adj. - SY59,MiscMechComp
Fastener forward tilt - SY59,MiscMechComp
Diffuser forward tilt - SY59,MiscMechComp
Task chair seat frame - SY59,MechCover
Cover left - SY59,MechCover
Mechanism cover right - SY59,MechCover
Conference seat frame - SY59,MechCover
"ST4.0x12, RoundHead, Torx, ZincCoated, NA/NA",SelfTapScrew
Bearing bolt M8x15,Bolt
"Cover for seat frame, left - SY59",SeatCover
"Cover for seat frame, right - SY59",SeatCover
Axis height adj. - SY59,MiscMechComp
Bearing block standard - SY59,Bearings
Spring assembly - SY59,MechAssy
Buffer for endstop 55x32x9.7,Foams
PIVOT PET COVER,ScreenInFill
Sliding piece 6.2x8.4x10.4 - SY59,MiscMechComp
Bushing w. flange 8x10x7.5,Bushings
Pivot Worktop Assy,DeskTopAssy
Cylindrical slide bearings 8x10x10 - Form S,Bearings
Hexagon nut M8x6.8,Nut
Guide tab for spring assembly - SY59,MiscMechComp
"Compression spring 30,5x42",CompressSpring
Bushing 12.2x18x11,Bushings
Bushing 16.3x25.4x11,Bushings
Pull bar M8x11 - SY59,MiscMechComp
Bushing for spring - SY59,MiscMechComp
Axis Ø8x98 - SY59,MiscMechComp
Bearing bolt M10x10,Bolt
Felt 28x4,Felt
Spacer for leg spring - SY59,MiscMechComp
Pivot Storage Assy LH,StorageLeg
Pivot Footplate&Accessories,DeskFrame
"Electrification On surface,BER, 2 sockets,1 USB C",OnSurfaceSocket
PET Cover Spacer,MiscConnector
Pivot C Bracket,MiscConnector
Wire Cover,MiscConnector
Pivot Storage Fixture,MiscConnector
PIVOTING TRAY SPACER,MiscConnector
PivotTopAdaptorHook,Bracket
Pivot Table grip,TableConnector
PivotBeamMiddleWithoutAdaptor,Beam
PivotBeamMiddleWithAdaptor,Beam
PIVOT BEAM RH,Beam
PIVOT BEAM LH,Beam
Pivot Metal Cover,CableTrunkCover
PIVOT SIDE BRACKET RH,TopSupport
PIVOT SIDE BRACKET LH,TopSupport
PIVOT STORAGE RH,StorageLeg
PIVOT STORAGE LH,StorageLeg
PIVOT FOOT ASSY,DeskFoot
"Seat crossbar, Assy. - SY59",SeatingControl
"Bearing f. spring, left - SY59",MiscMechComp
"Bearing f. spring, right - SY59",MiscMechComp
Bushing 12x14x18,Bushings
Bushing 16x18x24,Bushings
"Leg spring, left - SY59",TorsionSpring
"Leg spring, right - SY59",TorsionSpring
Cross bar - SY59,MechCover
Safety device d8,MiscMechComp
Washer D20/8.15x0.5,Washer
Slide bearing for lift D22x11.5 - SY59,Bearings
Buffer D20x10x16,Washer
Plunger for lift - SY59,MiscMechComp
Cylinder for Lift - SY59,MiscMechComp
"Gas spring, Lift, Assy. - SY59",GasSpring
Piston rod for lift - SY59,MiscMechComp
Lock bar - SY59,MiscMechComp
"Locking latch, Assy. - SY59",MiscMechComp
Housing - SY59,Housing
"Seat support, Assy. - SY59",MechCover
Connecting element - rod - SY59,Fixture
Test cone - SY59,Fixture
"M4x10.00, PanHead, Torx, ZincCoated, DIN7500/NA",MetricScrew
Pivot Worktop HPL,DeskTop
Bowden wire Back lock - SY59,SeatingControl
Bowden wire forward tilt - SY59,SeatingControl
"Cap with lever height adj., Assy. - SY59",MechCover
Cover height adjustment - SY59,MechCover
Lever height adjustment - SY59,MiscMechComp
Tension spring back lock,TensionSpring
Locking bridge - SY59,MiscMechComp
Bolt 5x9 for back lock - SY59,Bolt
Locking device back lock - SY59,MiscMechComp
Locking shank - SY59,MiscMechComp
"SFT, Lateral screen end front bracket, RH, FAB",Bracket
"Intuity, Accent plate for single frame leg, PC",AccentPlate
"Accent plate for Single frame leg, FAB, Intuity II",AccentPlate
"Adapter for single side bracket, Tibas leg, RH, FAB",Bracket
"Adapter for single side bracket, Tibas leg, LH, FAB",Bracket
"adapter for double side bracket, Tibas leg, FAB",Bracket
"single side hung bracket, Intuity, RH",Bracket
"cable tray bracket, single side, RH, Intuity II, FAB",Bracket
"cable tray bracket, single side, LH, Intuity II, FAB",Bracket
"cable tray bracket, double side, Intuity II, FAB",Bracket
"Tray for Intuity II, R30, double side, FAB",CableTray
"Intuity II Single INTER-leg cover,RH fixed,FIN,",MiscTblFrameAcc
"Intuity II Single INTER-leg cover,RH fixed,FAB",MiscTblFrameAcc
"Intuity II Single INTER-leg cover, LH fixed,FIN,",MiscTblFrameAcc
"Intuity II Single INTER-leg cover,LH fixed,FAB",MiscTblFrameAcc
"Intuity II Double Inter-leg cover,FIN,",MiscTblFrameAcc
Intuity II Double side intermediate leg,MiscTblFrameAcc
"Intuity II Double INTER-leg cover, fixed,FAB",MiscTblFrameAcc
"Intuity, Accent plate for single A leg, RH,PC",AccentPlate
"Accent plate for single A leg, RH, Intuity II, FAB",AccentPlate
"Intuity, Accent plate for single A leg, LH,PC",AccentPlate
"Accent plate for single A leg, LH, FAB, Intuity II",AccentPlate
"Accent plate for double Frame leg, FAB, Intuity II",AccentPlate
"Intuity double accent plate for frame leg, FIN",AccentPlate
Internal bottom shell button,Endcap
External bottom shell,Endcap
External top cover,Endcap
Internal top cover,Endcap
Internal bottom shell_B,Endcap
Internal bottom shell_A,Endcap
Value Screen FS bracket,Bracket
panel chick pouf A88028602,Endcap
"Double Accent plate, A leg, FAB, Intuity",AccentPlate
"Double Accent plate, A leg, FIN,Intuity",AccentPlate
"End cap, Intermediate leg, Intuity",Endcap
"Wire Cover, FAB",MiscConnector
"PET Cover Spacer, FAB",MiscConnector
"Pivot C Bracket, FAB",MiscConnector
Aloha pro 1D arm Right,ArmrestAssy
Aloha pro AP KD ARM SPACER RH,MiscConnector
Aloha pro PLYWOOD ARM SPAER LH,MiscConnector
Aloha pro Control body block Right,MiscConnector
CONTROL FOUNDATION CUSHION BLOCK,MiscConnector
GST18 EXTENSION CABLE 1M,ExtensionCable
GST18 T-connector 2F-1M,ElectricalPlugs
"M6x16.00, , HexagonalSocket, ZincCoated, ISO4762/",MetricScrew
"M5x10.00, PanHead, Torx, ZincCoated, NA/NA",MetricScrew
PERSONAL STORAGE FELT,StorageLeg
GST18 EXTENSION CABLE 2M,ExtensionCable
COLUMN SUPPORT RIGHT YOURPLACE ECHO,MiscTblFrameAcc
MOTOR COLUMN EXTENSION CABLE,ExtensionCable
FOOT ROUND COVER (SLEEVE OPTION),FacePlate
ELETRIFICATION FOOT COVER KIT (SLEEVE OPTION),FacePlate
FOOT REINFORCEMENT LEFT SIDE,MiscTblFrameAcc
Foot reinforcement long side,MiscTblFrameAcc
